destination_latitude,destination_longitude,schedule,expense,people,age,hometown_latitude,hometown_longitude,tendency_activity,tendency_preview,start_time,finsh_time
35.24576212,126.1384246,1,1923459,3,32,34.10542728,126.1106907,44,56,7,20
34.41211375,126.8734115,4,1211821,5,28,33.67188445,126.1377853,4,96,8,16
33.9978914,126.9550414,1,1868328,4,20,34.61433194,126.0295442,40,60,8,17
35.24838757,126.8701052,1,1243550,3,21,34.49552686,126.480811,18,82,7,20
34.528704,126.0900295,3,1221425,3,20,35.8213091,126.5627979,51,49,10,18
34.22569689,126.4986901,10,1657271,4,21,33.90163167,126.078012,82,18,10,18
35.59963922,126.2663014,1,1016501,5,20,35.77344927,126.1915021,94,6,7,21
34.57571028,126.0128343,8,1968802,4,29,35.94152813,126.4443882,93,7,10,22
35.19491266,126.8649841,5,1609693,3,34,33.48139034,126.5375578,51,49,10,17
33.84250683,126.8148242,8,1318131,5,26,33.86749691,126.3781722,59,41,7,19
33.55494621,126.1002761,3,1129340,3,21,33.70085062,126.2764804,99,1,7,16
33.20527268,126.4470827,10,1140442,4,26,35.55032899,126.1991403,19,81,9,16
33.43783779,126.7981434,6,1575652,3,34,33.86472627,126.8358863,67,33,7,18
35.17883825,126.4754286,1,1107578,3,35,35.73822798,126.6225741,100,0,6,19
34.15616058,126.6234954,4,1556336,5,31,34.78874365,126.900958,7,93,7,17
34.26848327,126.90969,5,1700770,3,22,35.50130677,126.8490403,99,1,8,20
35.87188746,126.7244674,6,1216818,3,27,34.43020821,126.673785,75,25,8,16
35.25931097,126.0622737,7,1066201,2,31,33.99304484,126.0864241,16,84,10,16
34.54540775,126.2950055,4,1817296,5,33,33.31961672,126.2958474,52,48,9,20
33.48999038,126.1981336,1,1240117,5,29,34.82684963,126.2499643,65,35,8,20
35.00702206,126.0727293,3,1385852,2,24,35.52934553,126.7841201,95,5,7,18
34.09828186,126.0446328,10,1408317,3,35,33.26778474,126.6592653,29,71,6,17
34.46189504,126.7694192,9,1262453,2,32,33.28355568,126.8979313,2,98,8,21
35.83593818,126.3373011,1,1587177,4,25,33.37497488,126.2832251,97,3,8,22
35.7863155,126.8218227,6,1018719,3,29,33.40193998,126.0082383,66,34,9,19
35.20999085,126.9316104,10,1332195,3,23,34.4705323,126.8506098,46,54,10,17
35.7922683,126.606003,3,1282064,3,27,33.03573767,126.3163265,62,38,9,16
34.32415055,126.9535573,2,1528741,4,21,35.35578453,126.8869448,96,4,6,20
33.60127696,126.9688453,2,1300752,4,35,35.71092822,126.7454347,52,48,7,22
33.70944502,126.8742336,8,1261307,4,23,34.55826276,126.4492815,2,98,10,21
35.13916132,126.1589642,1,1870281,2,29,34.57455014,126.6598055,38,62,7,17
35.71186388,126.7512241,4,1113895,2,28,33.85008634,126.7275621,45,55,9,20
34.4773467,126.0165936,9,1207578,4,31,33.19599897,126.6908879,11,89,8,20
34.23231774,126.1286289,4,1201861,3,27,35.90018802,126.8220091,82,18,6,18
33.22953658,126.7516997,6,1911722,2,33,34.83742195,126.7521289,4,96,10,22
35.78322319,126.7618291,1,1265210,2,25,33.23644729,126.8427481,21,79,7,20
33.89101803,126.0369923,3,1561998,3,32,35.29239148,126.8803006,96,4,10,18
33.37317982,126.9767551,5,1537270,3,32,34.95055209,126.750473,91,9,10,20
34.84557678,126.4916452,10,1308192,3,34,34.84980786,126.7804781,85,15,7,22
33.70575597,126.8358193,7,1983393,2,29,34.80055777,126.6600408,45,55,7,16
35.86332152,126.625083,4,1021768,5,30,35.99771086,126.9848646,91,9,6,19
34.81917663,126.6864059,9,1390141,4,35,35.91569328,126.8359395,16,84,6,22
33.35774656,126.0881088,3,1149753,3,25,34.14213322,126.6750633,14,86,8,18
35.03924151,126.0315033,10,1967252,4,22,33.31182715,126.4959125,55,45,9,17
33.96491505,126.0048651,9,1668870,3,29,35.81923353,126.4484083,52,48,10,22
34.25210064,126.7822321,2,1480987,4,23,33.68876278,126.55438,93,7,9,18
35.71053345,126.2965403,6,1258213,3,32,35.0600092,126.4116667,96,4,9,20
34.41792429,126.0158581,5,1641125,5,20,35.06492726,126.06507,46,54,7,22
34.35461728,126.9921723,2,1778464,5,31,34.02884296,126.2277634,6,94,7,19
33.49966044,126.0225272,10,1299290,2,21,34.15729385,126.5799812,39,61,9,16
34.56847977,126.3144754,8,1794125,4,24,35.27113244,126.7200585,45,55,6,20
34.50918711,126.2074262,9,1751276,2,28,35.80882265,126.0729714,3,97,8,19
33.66212237,126.3771427,1,1188480,3,23,33.53045021,126.5927414,2,98,7,17
35.89561146,126.0241725,1,1183030,5,29,35.39990016,126.153865,94,6,6,21
34.57366263,126.2844898,7,1347163,3,30,34.95909851,126.7285389,38,62,10,22
33.46305328,126.3241894,4,1441096,5,20,33.02611196,126.2142222,75,25,6,18
33.72149138,126.0221347,2,1755557,2,23,34.82141192,126.541149,8,92,7,21
35.7946727,126.3877822,5,1264226,2,34,33.29883708,126.781045,25,75,10,21
35.01373535,126.137705,10,1120406,4,32,34.88141331,126.4258977,85,15,7,19
33.65109899,126.350594,5,1551591,5,33,34.47306058,126.7740475,72,28,7,21
34.15784906,126.3408851,4,1776449,5,30,33.82988346,126.8427827,81,19,6,21
35.81363173,126.5573791,3,1320469,3,29,35.04756929,126.6430677,83,17,8,20
34.62842495,126.4446329,9,1033360,5,35,34.83953982,126.875829,100,0,9,19
34.63853882,126.0399014,10,1730656,3,24,34.88368366,126.1217968,80,20,10,16
33.76189716,126.1044027,3,1582668,3,32,34.78612988,126.2651148,65,35,6,21
33.17547992,126.3638521,2,1495799,3,29,33.67129399,126.833453,11,89,6,18
33.07486024,126.3250593,3,1239309,3,31,35.80724033,126.5313054,82,18,6,22
34.87919442,126.020051,10,1749280,2,30,33.63664077,126.206764,61,39,6,21
35.16508685,126.7045099,10,1553873,4,23,33.94434344,126.7371527,88,12,8,20
33.2464385,126.4462182,3,1418549,5,27,33.81571001,126.4075118,91,9,10,17
35.66797281,126.6842338,2,1598828,2,34,33.74211909,126.0590456,65,35,10,20
35.95065951,126.9183929,10,1310571,3,34,34.38755688,126.9259737,41,59,10,22
33.40991696,126.0628001,9,1413939,4,34,34.49671003,126.1624897,49,51,9,18
35.64017946,126.9124231,2,1617249,5,26,33.4919542,126.5227512,73,27,6,17
34.19882673,126.29994,8,1093700,3,23,35.71616305,126.3003643,53,47,9,20
33.13895776,126.5006447,7,1389821,4,35,33.55087976,126.8835789,58,42,8,16
35.0565601,126.2653649,8,1325813,2,35,35.090501,126.9922934,91,9,10,19
33.00516641,126.9181842,6,1898819,5,29,35.5219065,126.5230705,46,54,7,21
33.22339962,126.3971556,1,1095650,2,35,35.523917,126.9557102,14,86,8,16
33.32235542,126.3510207,7,1328804,2,22,35.64017226,126.3485928,34,66,6,22
34.15803959,126.3163263,4,1112948,3,32,33.61887871,126.4884591,95,5,10,16
35.05317816,126.9222715,9,1060417,5,31,34.08740846,126.5497784,36,64,6,21
33.98567264,126.5277783,2,1775926,5,28,34.48271653,126.2265343,80,20,6,20
33.32999482,126.7233129,4,1463518,2,28,35.31393468,126.5498893,55,45,7,18
33.82456159,126.0120861,10,1997892,2,26,33.09799977,126.0343822,16,84,9,21
33.45211005,126.0304732,9,1612916,3,21,33.88144049,126.0225598,85,15,10,22
35.99810892,126.5896952,5,1616197,5,31,33.21940432,126.7718298,65,35,8,20
33.79570297,126.7893091,8,1054800,5,27,34.93145685,126.0073015,59,41,9,19
33.71564063,126.2973701,7,1900289,5,21,34.5834369,126.8346201,10,90,10,19
35.98763056,126.8817466,6,1960947,2,23,34.6888194,126.128782,37,63,8,17
33.72735245,126.5659363,1,1064869,5,33,34.01304095,126.2015678,67,33,8,20
33.44246041,126.8061117,5,1894811,3,24,35.54699172,126.7704242,52,48,8,20
35.50060094,126.0755728,7,1670700,4,30,35.24582866,126.6010553,59,41,9,21
34.23716274,126.2470396,4,1219912,2,31,33.06330861,126.4475929,93,7,10,16
34.06440805,126.3102213,2,1663103,5,30,33.06974356,126.8680406,30,70,9,16
33.63083439,126.8433749,4,1916381,4,20,34.14760289,126.0041707,92,8,8,18
35.57967534,126.9582065,7,1838588,4,33,35.01832534,126.3079219,46,54,9,18
35.05942442,126.9407453,2,1509449,5,34,34.54959668,126.9363739,74,26,8,20
34.53476506,126.7384986,6,1166562,2,27,34.277688,126.8411496,74,26,6,21
35.01543686,126.3529719,1,1971985,5,21,35.94692187,126.9129096,3,97,8,18
35.73696534,126.0421075,6,1809919,5,32,33.52774733,126.8256111,67,33,8,17
33.88022422,126.2546967,5,1223742,2,31,33.44742314,126.5136553,56,44,10,17
34.07579258,126.8981833,9,1526843,3,22,35.414235,126.7929955,86,14,9,18
34.35029989,126.4758291,1,1137777,3,21,33.52803134,126.0826348,58,42,7,20
33.26299507,126.6513442,4,1872309,3,27,35.02946759,126.3364408,62,38,9,17
35.52556408,126.5573353,8,1822451,4,25,35.10167148,126.3157903,26,74,6,17
35.04135707,126.3271239,9,1129531,2,32,33.38595293,126.6448874,70,30,8,20
34.08510418,126.8224338,6,1161521,5,32,34.52700603,126.1408142,5,95,8,21
35.2654939,126.0560382,1,1004119,2,21,35.86240881,126.3049431,65,35,8,21
34.72330322,126.5747886,4,1995883,5,28,33.62860049,126.414182,15,85,6,18
35.74596113,126.3110385,2,1512580,5,34,33.9409845,126.4069568,54,46,7,20
33.04922326,126.3620653,6,1839051,3,34,34.18562786,126.5840306,36,64,7,16
33.28749615,126.9808966,7,1239105,5,24,33.67513771,126.2160186,58,42,10,19
33.04339325,126.4580479,7,1031959,5,21,35.25672683,126.5307019,37,63,8,18
35.73466699,126.1016902,1,1494435,5,33,35.40546701,126.9664057,94,6,9,19
35.81077989,126.5557793,8,1003209,3,34,35.45770696,126.6498643,90,10,8,20
35.35133175,126.3211066,4,1499674,5,20,35.14493377,126.6410168,36,64,8,21
33.43569021,126.5726694,9,1117380,3,22,33.11765144,126.1995177,2,98,6,22
34.71261691,126.6627932,10,1105239,5,28,34.73155162,126.9947207,46,54,9,19
34.27605193,126.537552,9,1593954,2,20,33.88516959,126.8475975,21,79,8,18
33.81347251,126.3085366,10,1888370,2,24,34.20146718,126.9505692,22,78,7,20
34.62654952,126.3261924,3,1550185,4,20,35.51321634,126.1597806,35,65,10,18
35.49609329,126.7707661,9,1246976,2,31,33.1701597,126.2248252,53,47,9,19
35.285203,126.0266848,9,1777790,3,21,33.64229983,126.0462973,92,8,10,16
33.96013042,126.6678426,5,1675410,2,25,35.89185378,126.1728142,37,63,10,18
35.03292707,126.7010074,7,1331298,5,30,33.53105248,126.7807295,81,19,6,20
34.21640037,126.8312023,6,1942234,3,34,35.2804259,126.6973485,67,33,10,21
34.72340287,126.4085459,7,1686981,2,30,34.84655678,126.3831068,76,24,9,18
34.12611132,126.2157124,8,1159100,5,20,34.36015614,126.4624482,52,48,6,20
34.67245863,126.3781245,6,1906325,2,21,34.07600796,126.5441511,2,98,6,16
33.32017935,126.1436983,5,1970807,4,24,34.26368005,126.9728181,99,1,9,18
33.14943662,126.1032338,3,1169612,2,25,33.81470911,126.7308398,27,73,10,18
33.29757315,126.6330844,4,1061761,3,31,35.74084373,126.1681402,39,61,7,16
34.18916528,126.0762981,8,1527567,2,24,35.68951531,126.0034912,56,44,7,18
34.85311281,126.2675553,3,1065431,4,28,35.72931884,126.8132659,87,13,7,19
35.70704842,126.4200673,8,1881458,5,30,34.80958255,126.2320315,83,17,8,18
34.26606037,126.4842116,3,1578583,4,30,34.99185092,126.342646,69,31,7,20
33.76581313,126.9730737,1,1695095,4,20,33.99667398,126.670975,100,0,6,16
33.51210582,126.947639,6,1629249,5,28,34.99554911,126.7267761,30,70,8,22
33.72258527,126.4258925,8,1973301,2,28,35.70008276,126.7650136,23,77,7,17
34.22444821,126.3737377,9,1015632,3,22,33.66769346,126.6510615,38,62,6,16
35.850479,126.1949468,10,1833056,5,27,34.19803497,126.1389641,84,16,8,21
34.26976763,126.3835461,6,1294577,4,24,33.13306951,126.5847149,30,70,7,18
33.26413331,126.6138797,5,1619294,3,24,33.751537,126.0321491,60,40,10,16
35.38302318,126.8687736,6,1965721,4,34,34.01375175,126.417916,81,19,8,18
34.66645415,126.9578749,6,1607577,5,24,33.67852506,126.0396116,84,16,10,17
34.27809966,126.4270223,3,1270875,4,32,33.10848335,126.6445144,33,67,8,20
34.19088284,126.5513546,9,1147140,4,29,33.56625839,126.993,78,22,6,19
35.48321588,126.4052063,8,1333311,4,29,34.70693021,126.3683605,77,23,6,17
35.51746576,126.472165,9,1131631,4,35,35.79170957,126.2684182,25,75,7,19
35.57819489,126.5487153,3,1224730,3,30,35.19261015,126.0378889,82,18,9,16
35.91156537,126.3677211,6,1486582,3,22,35.51419949,126.5012782,97,3,7,18
34.70540451,126.0973441,8,1971457,5,22,33.50220745,126.978609,59,41,6,20
34.00949973,126.5437397,5,1027616,2,29,34.1177482,126.9966068,14,86,8,17
33.08013141,126.7303454,5,1331836,5,24,34.19793393,126.8072419,78,22,9,22
35.8220135,126.3238121,10,1667683,4,24,35.30670389,126.683439,1,99,6,17
35.90033613,126.3309193,4,1618115,5,20,34.71299189,126.9554244,74,26,10,20
35.53747854,126.8695426,8,1828657,4,30,34.2167319,126.9034155,94,6,10,19
34.99368547,126.8824149,2,1458270,2,32,34.4039313,126.5021126,42,58,7,20
35.01939835,126.4231213,8,1338915,5,24,34.59880901,126.6322563,95,5,10,20
33.16170659,126.8752774,5,1863595,3,21,34.3460392,126.4025302,43,57,6,19
33.97418904,126.2993546,3,1483639,2,30,35.0316887,126.5327405,90,10,6,20
35.53460849,126.8717997,4,1199472,3,21,35.47521676,126.922887,30,70,10,20
33.30007357,126.0804892,6,1239915,3,31,33.14637732,126.096533,99,1,10,19
34.23005038,126.4528442,4,1235286,2,25,34.44173637,126.2931415,31,69,10,18
34.63392585,126.2331038,4,1411938,2,31,35.01502492,126.0255297,50,50,7,22
35.71553442,126.4175377,9,1233013,5,28,33.42800204,126.2411943,5,95,10,19
34.13213166,126.1483729,10,1644269,3,28,34.00647539,126.2844521,10,90,10,18
33.05579983,126.4143145,3,1867494,4,35,33.74802157,126.4446444,88,12,9,22
33.92092082,126.6340997,4,1934954,5,31,33.16086762,126.0025625,90,10,7,16
33.72180432,126.734003,2,1291835,4,24,35.33253295,126.6004177,80,20,7,21
34.64349895,126.8645567,6,1819928,2,35,35.28242109,126.486306,47,53,10,17
34.04313809,126.6321429,7,1808070,3,29,33.5782844,126.6178837,20,80,10,17
35.80460133,126.8371169,2,1607554,3,28,35.12843465,126.7902053,46,54,7,17
33.4495596,126.3053577,10,1854639,4,32,34.1806845,126.6334775,21,79,10,20
35.43136063,126.032767,1,1419235,5,29,34.91202244,126.393385,52,48,10,20
35.46071848,126.570471,2,1166622,3,34,33.69585993,126.8911167,74,26,7,22
33.34981428,126.5644868,2,1652313,2,24,35.15456028,126.2470398,97,3,6,18
35.32813254,126.5869813,5,1306023,3,24,33.64015428,126.6827266,32,68,9,21
33.17351975,126.1683873,9,1496597,2,26,33.98403928,126.8851218,40,60,8,16
33.87609632,126.3155725,1,1503772,3,30,35.78267417,126.2001487,81,19,10,18
34.00695095,126.5986744,7,1412318,5,27,34.91553873,126.666888,25,75,6,16
34.88945881,126.249218,7,1929342,4,35,33.48782624,126.838207,99,1,6,17
35.48944453,126.1575217,9,1125997,4,20,34.39722995,126.5171688,68,32,7,18
35.77164686,126.9657743,8,1121866,2,29,34.63194167,126.5068276,8,92,9,20
34.58832979,126.1724895,10,1127381,2,33,33.49304684,126.3070278,88,12,9,16
34.24767766,126.210667,1,1248968,4,28,35.10097445,126.1611301,78,22,6,22
35.91214314,126.6810229,6,1203375,2,32,34.9592161,126.3664954,95,5,6,20
33.62895702,126.2035246,8,1435707,5,29,33.96642617,126.185996,91,9,10,19
35.26376324,126.9744941,6,1214429,3,29,34.43342591,126.765138,62,38,9,21
34.98366808,126.4481186,5,1363890,5,32,33.03190568,126.1727207,4,96,8,19
35.62030126,126.3782577,7,1883450,5,27,35.51712209,126.3126901,87,13,8,18
35.49101067,126.0386774,8,1849344,5,28,33.4092824,126.281535,64,36,9,19
35.94582684,126.4043083,9,1771985,4,26,34.86462588,126.518822,19,81,7,22
35.32221143,126.0108918,5,1476408,2,29,35.5172266,126.7395312,8,92,10,19
34.49192468,126.3789145,3,1765237,2,32,33.61468682,126.064674,59,41,6,19
35.89513451,126.0563475,8,1873450,4,28,35.71422384,126.1817235,86,14,6,16
35.97498847,126.9295951,6,1033059,5,22,34.88839211,126.8400294,58,42,10,18
33.91287986,126.3243208,5,1268747,2,27,35.62250649,126.4712028,29,71,9,22
34.7552719,126.7226206,7,1991348,3,30,35.87137394,126.9203031,10,90,7,17
34.10972007,126.5776386,3,1134024,2,20,34.84420299,126.7022615,88,12,10,22
34.30027658,126.3860013,8,1651408,2,28,34.54060445,126.3061823,37,63,6,22
33.34748554,126.7209863,10,1306503,4,30,35.54209247,126.5585741,10,90,8,17
33.00248035,126.4825145,6,1091077,5,26,34.29529722,126.119707,99,1,10,16
34.51541757,126.4473057,4,1921129,5,23,33.49802864,126.4523327,59,41,9,17
33.46521477,126.0088036,3,1790240,4,33,33.26975643,126.4931738,36,64,9,21
33.04871124,126.4047669,10,1282355,2,27,33.43915901,126.588969,21,79,6,17
33.0714752,126.7537722,9,1089717,5,35,34.16032708,126.8557112,56,44,10,17
33.91031077,126.080819,9,1612852,3,33,33.96667156,126.6996964,86,14,7,18
33.33060635,126.9437022,3,1882285,3,26,33.07406904,126.255736,71,29,8,20
33.74141269,126.6510691,4,1110836,4,24,34.45284207,126.4248772,98,2,7,22
35.55069368,126.1973001,2,1708276,5,33,34.38819244,126.724119,44,56,8,16
33.57469821,126.4490966,6,1906534,4,30,34.59752491,126.7632292,40,60,7,18
34.04360549,126.5629968,8,1348338,2,28,35.76697468,126.0609157,72,28,10,16
35.54866304,126.1628178,6,1016031,2,24,35.69722973,126.4139645,65,35,6,21
34.83127146,126.6828076,1,1524584,5,35,34.80640905,126.0632615,62,38,6,19
34.37777974,126.0068871,1,1711124,3,32,35.17452611,126.2675308,47,53,8,17
33.55442563,126.2071468,4,1256342,3,24,33.84599211,126.1673609,68,32,6,20
33.48974062,126.8310558,9,1814594,4,30,33.12585412,126.0791391,49,51,10,16
35.67572788,126.5800487,4,1266712,2,27,33.77001255,126.9422589,99,1,7,21
35.65390811,126.4602173,3,1283588,2,26,35.78820292,126.4258379,33,67,6,22
33.26705843,126.6570661,8,1938346,3,30,35.06300899,126.8135535,32,68,10,19
34.57735612,126.659728,10,1408550,4,20,33.61074934,126.4830757,54,46,6,20
34.61655653,126.1520134,10,1254215,3,23,34.92543525,126.3353321,52,48,8,22
33.02775518,126.5386037,9,1666601,5,30,33.93110628,126.2047398,99,1,6,22
34.05247574,126.8929108,2,1595207,3,32,34.83126095,126.8256824,93,7,10,21
33.18110079,126.6287915,7,1230178,2,27,34.40517392,126.9363212,13,87,6,19
33.42717619,126.1110029,10,1355186,4,25,33.11310753,126.868787,46,54,6,17
33.75359386,126.1529515,3,1109166,2,27,35.63926921,126.833009,76,24,7,21
34.16097537,126.0097132,7,1292329,5,26,33.37246159,126.9171427,91,9,9,19
34.4351949,126.3864354,2,1387044,3,31,33.59349908,126.7025458,76,24,9,19
33.02092023,126.8738627,9,1807552,3,20,34.33828641,126.6755915,61,39,7,18
34.36771442,126.7875606,9,1704427,2,28,33.3673327,126.8314199,24,76,7,17
35.9824758,126.4876936,5,1487985,5,35,34.75630765,126.4941473,15,85,7,22
33.30858682,126.38851,4,1605478,3,35,35.9247543,126.0059772,39,61,6,19
33.14117197,126.6260391,4,1966559,5,21,33.07374472,126.455976,15,85,9,17
34.65794277,126.4558068,9,1667792,2,33,34.19486556,126.3431027,10,90,10,16
35.731469,126.6288894,10,1119561,3,30,33.41833028,126.0048056,39,61,9,16
35.94371481,126.8666257,3,1467396,4,35,33.82185514,126.7803615,46,54,6,21
34.08340153,126.2762639,6,1150212,3,23,35.501302,126.7510752,26,74,8,17
33.48463859,126.9098316,3,1596851,5,34,33.40116476,126.6186805,60,40,6,19
35.20262068,126.6436733,5,1587761,5,29,35.71766536,126.2437578,10,90,6,21
34.02562372,126.0847155,9,1557321,3,24,35.68663777,126.7713911,10,90,10,20
35.68990374,126.1605768,8,1674664,4,34,35.27839348,126.4960266,37,63,10,19
35.65475978,126.1350021,2,1665828,5,30,35.46312094,126.1846952,54,46,8,17
34.04607404,126.4291249,3,1862688,4,22,34.92026856,126.0664115,86,14,7,22
35.20855488,126.5751358,3,1298401,4,35,33.11155581,126.4352436,98,2,9,21
35.15786678,126.5505079,4,1419899,5,22,34.60930973,126.0835144,99,1,7,17
34.48909496,126.8480719,5,1490286,2,31,33.42756469,126.4820445,43,57,7,21
33.73332674,126.8203289,7,1435791,5,22,33.17645349,126.0827508,39,61,8,18
34.52840237,126.6064953,10,1543201,3,23,33.82699179,126.5245967,53,47,6,19
33.73243105,126.0830834,4,1779515,3,35,34.38468336,126.4161254,9,91,9,17
33.14833706,126.0975287,6,1738908,2,25,34.38894891,126.2881334,70,30,8,17
35.67469639,126.3222067,4,1580367,4,26,33.63063535,126.9627812,40,60,7,22
35.27119456,126.1698151,8,1358483,5,30,35.76637456,126.7890463,60,40,6,18
33.09035399,126.6214812,2,1809954,4,28,35.69891683,126.6390776,2,98,10,20
34.86155356,126.524763,2,1798545,5,33,33.00028644,126.4420813,26,74,10,20
34.87562672,126.3754972,8,1240139,5,27,33.89758774,126.0474897,9,91,10,19
34.37408573,126.4644368,5,1402959,3,28,34.44363412,126.5609956,73,27,10,18
33.27889922,126.3218892,2,1393624,2,30,33.78099061,126.7488051,35,65,10,21
34.76562503,126.9686431,3,1748980,5,28,33.43834372,126.4275834,31,69,6,22
33.35942824,126.562567,5,1345107,4,29,35.91949091,126.7640154,10,90,6,21
34.96107129,126.9399644,1,1147026,4,25,33.96230054,126.0860779,60,40,6,18
33.37648538,126.0480336,5,1094548,4,31,35.70555653,126.1852963,1,99,8,22
33.85719851,126.7694145,9,1977670,4,26,33.74075379,126.5981859,53,47,6,22
35.82013147,126.7859382,2,1027245,3,32,33.13358054,126.1989957,86,14,6,22
34.26545621,126.0491171,9,1321374,2,21,35.69074539,126.0285231,89,11,8,16
34.34288868,126.254133,1,1639868,2,33,35.39261865,126.4761579,100,0,8,17
35.91049909,126.1063584,2,1492771,2,31,34.4632799,126.5964857,49,51,9,17
34.20686177,126.466713,1,1509807,2,34,33.6205751,126.1828193,29,71,6,21
33.02440903,126.2810386,4,1997279,3,35,34.26312775,126.6232213,90,10,8,20
34.54264084,126.568974,4,1959439,4,27,34.26449432,126.0160713,76,24,6,18
35.04202441,126.900055,5,1829487,3,33,34.73421163,126.3042063,77,23,8,16
35.34955704,126.8772281,9,1710424,5,24,33.10341738,126.1434885,48,52,7,16
35.66782697,126.9261502,5,1034285,5,34,34.30859443,126.0609745,30,70,10,21
34.57470296,126.7433496,9,1070086,2,33,34.00355469,126.885,79,21,8,19
34.6932405,126.9835697,2,1518390,3,29,33.731785,126.7126779,17,83,9,16
35.52199839,126.2603974,6,1200280,2,35,33.84812514,126.6420169,98,2,7,18
35.60558312,126.6189924,1,1179979,3,34,34.6936097,126.5064814,2,98,10,17
34.67527847,126.0603115,9,1105161,3,21,33.0365786,126.518878,63,37,8,22
35.5362676,126.121686,2,1305556,4,32,33.50184582,126.2343843,92,8,9,18
33.34437406,126.8743604,8,1370660,3,31,35.24947417,126.3470782,39,61,9,21
33.10435341,126.3605521,2,1630096,3,34,33.65022359,126.9146919,31,69,9,19
33.60051205,126.5669171,8,1225389,4,35,34.50892538,126.8443813,60,40,8,22
35.19205444,126.3626928,2,1841244,4,34,35.70617179,126.41149,5,95,7,20
34.09196873,126.2228588,7,1545838,5,33,35.79447074,126.4431201,98,2,9,17
33.63044547,126.9979167,4,1631240,5,20,35.33409511,126.6578889,28,72,10,16
35.01443002,126.4487755,2,1053812,5,27,35.35448441,126.2187604,69,31,10,22
35.12306782,126.7541,7,1196946,5,28,33.4486711,126.8407529,59,41,7,21
34.87249216,126.7440778,2,1902761,3,24,34.52702813,126.1179217,32,68,8,18
35.64202106,126.087495,2,1156654,4,34,35.92626812,126.5448978,78,22,9,19
34.63082464,126.5089577,7,1149419,3,20,35.49084865,126.3446605,84,16,10,20
35.48671763,126.37771,1,1811559,3,29,34.82533351,126.1766183,88,12,9,16
34.45315044,126.199866,4,1497580,3,31,33.39665182,126.8079645,55,45,10,19
35.42646245,126.4814365,7,1318369,5,34,34.26504579,126.1961764,42,58,10,17
35.95183081,126.4923022,3,1716403,4,23,33.56462825,126.193957,4,96,7,19
35.27643106,126.3051424,6,1477228,3,25,35.79486606,126.1769309,20,80,9,21
35.83401352,126.8698381,4,1006526,4,35,35.71848032,126.7009932,35,65,8,22
34.14022798,126.3262388,8,1258808,2,26,33.02238214,126.9740617,21,79,6,17
34.4844164,126.7016577,9,1906031,4,30,33.18702791,126.5431751,26,74,9,18
35.68593522,126.5587378,1,1250507,5,25,33.79876033,126.6576622,3,97,8,22
34.70754216,126.0694907,5,1148348,2,32,34.57191185,126.5081444,87,13,9,17
35.01557388,126.8531792,1,1254962,4,28,34.86321323,126.0424497,45,55,9,18
34.70276199,126.4016386,1,1332145,3,27,35.69442305,126.2761224,87,13,7,18
33.89011895,126.541714,8,1116806,2,30,33.03610251,126.337982,74,26,8,22
33.74956399,126.9418564,2,1140109,5,25,35.88230727,126.6229142,44,56,9,17
33.76877437,126.6376882,6,1570049,2,21,34.64264999,126.8135028,66,34,8,22
35.12122439,126.9782095,5,1048561,2,32,35.86064486,126.9531593,66,34,7,18
33.80673908,126.9936098,7,1171786,5,21,35.60928725,126.9271811,65,35,6,17
35.6553976,126.0371761,2,1885166,2,34,35.09377599,126.4278427,51,49,9,17
33.35073569,126.5574652,3,1437941,4,27,34.6756042,126.8510825,15,85,8,22
34.95479971,126.3849829,4,1150411,4,29,35.8757741,126.4931486,17,83,7,20
35.29289822,126.9700201,7,1176917,4,26,33.97231822,126.4467529,41,59,8,20
34.13012523,126.443519,5,1415793,2,30,33.42598354,126.1753039,59,41,7,22
35.94550025,126.1744402,8,1388981,3,25,33.09734052,126.9986974,46,54,10,19
34.89950753,126.7480989,8,1583019,3,23,33.69233554,126.9886239,2,98,8,22
35.8455799,126.3806241,8,1806003,2,26,35.24757783,126.6093271,7,93,6,17
35.65793863,126.6681416,9,1168955,5,30,33.64226844,126.473377,7,93,7,18
34.45034395,126.5604352,5,1446990,3,20,34.9249457,126.9504582,88,12,9,18
34.22037968,126.2956299,10,1624306,2,27,35.28193674,126.9952473,1,99,9,19
35.44461825,126.8248617,4,1433494,3,22,33.51415704,126.5346944,80,20,7,21
33.71671132,126.4567104,6,1087968,3,32,34.54416761,126.0664974,26,74,6,19
33.22736916,126.8300845,7,1389695,3,27,34.85212267,126.5403138,3,97,6,21
33.70863732,126.6871756,8,1779722,4,22,33.97301742,126.9927846,2,98,6,19
33.66476061,126.8517806,7,1841776,5,24,33.11844988,126.6525186,52,48,9,18
33.03909973,126.832196,2,1499429,5,24,34.691731,126.033344,95,5,7,17
33.09089041,126.7980924,10,1890384,5,27,35.65350087,126.924523,90,10,8,22
33.31709856,126.3786418,10,1205766,3,29,35.4941156,126.5446398,88,12,6,18
34.18759152,126.5050052,2,1494066,2,26,33.67255235,126.2481488,46,54,8,22
35.32721039,126.9170759,6,1009442,5,22,35.95643894,126.5401673,91,9,8,20
34.02861952,126.0915846,1,1709189,2,27,33.3994205,126.1093493,16,84,10,20
35.04256444,126.5633892,3,1763039,3,26,33.47544064,126.5207621,13,87,8,18
33.92074511,126.200238,7,1978838,2,22,33.06783488,126.5696151,10,90,9,16
35.4664479,126.1438915,7,1381062,4,28,34.91790576,126.6772245,63,37,10,17
